Prompt,Label,Type
makivik.org/makivik-corporation-and-the-kativik-regional-government-welcome-visit-of-minister-of-justice-yvon-marcoux-and-minister-for-native-affairs-for-quebec-geoffrey-kelley-to-nunavik/,Benign,url
fleshspot.com/sites/arielrebel/,Benign,url
http://boughtitsoldit.com/factfinancials,Malicious,url
http://mashable.com/category/spacex/2014/04/25/elon-musk-spacex-booster-stage-atlantic,Benign,url
txdot.lib.utexas.edu/,Benign,url
jonathanturley.org/2011/04/01/army-sergeant-convicted-of-threatening-a-judge-due-to-one-line-in-a-song/,Benign,url
en.wikipedia.org/wiki/Vietnam_War,Benign,url
miningforthetruthinmelancthon.blogspot.com/,Benign,url
st-ives-ceramics.co.uk/potters.asp?view=Francoise%20Dufayard,Benign,url
youtube.com/watch?v=hekL0DCUxpk,Benign,url
yourottawaregion.com/what's%20on/article/259704--ctv-s-dr-marla-shapiro-in-kemptville,Benign,url
thecanadianencyclopedia.com/index.cfm?PgNm=TCE&Params=A1ARTA0006315,Benign,url
yasni.com/naima+kamel/check+people,Benign,url
http://www.vfleberstadt.de/index.php?option=com_content&view=article&id=51&Itemid=55,Malicious,url
bottomlinecom.com/kcnews/alexroleatkshbchanges.html,Benign,url
http://www.evasteinberger.at/de/component/mailto/index.html?tmpl=component&link=aHR0cDovL3d3dy5ldmFzdGVpbmJlcmdlci5hdC9kZS90dXJuaWVyZS0yMDEyLmh0bWw=,Malicious,url
amazon.com/David-Bowie-Reality-Tour/dp/B00064AEOC,Benign,url
http://www.ant-u.com/index.php?option=com_content&view=article&id=58:l--r&catid=25,Malicious,url
allposters.co.uk/-st/Helene-Leveillee-Posters_c117522_.htm,Benign,url
bizjournals.com/kansascity/news/2010/12/08/bannister-mall-sites-latest-plan.html,Benign,url
myhugeclit.com/female/female-bodybuilders/,Benign,url
ckuik.com/Kabhi_Alvida_Na_Kehna,Benign,url
en.wikipedia.org/wiki/Joan_I_of_Navarre,Benign,url
http://nypost.com/2014/06/16/bridge-failures-snarled-metro-north-service-175-times-in-ct-last-year/,Benign,url
http://engine32truck16.com/truck-16.html,Malicious,url
http://9779.info/%E5%B0%91%E5%84%BF%E7%A7%8D%E5%AD%90%E7%B2%98%E8%B4%B4%E7%94%BB/,Malicious,url
scarlettjohansson.org/movies/themanwhowasntthere.htm,Benign,url
crossdresserclub.com/home/printthread.php?t=2851&page=3&pp=40,Benign,url
http://apoiojur.com.br/index.html,Malicious,url
myspace.com/imusicidemontrealcho,Benign,url
http://www.honarcinema.com/index.php?view=article&catid=1:latest-news&id=4366:2012-07-17-13-44-04&format=pdf&option=com_content&Itemid=1,Malicious,url
broadwayworld.com/gallery.cfm?letter=a,Benign,url
http://www.zibae.ir/index.php?option=com_mailto&tmpl=component&link=aHR0cDovL3d3dy56aWJhZS5pci9pbmRleC5waHA%2Fb3B0aW9uPWNvbV9jb250ZW50JnZpZXc9YXJ0aWNsZSZpZD02NTM6MTM5MS0xMS0wOC0wOC00OC0yNyZjYXRpZD0xMjoxMzg5LTA5LTI5LTA3LTQzLTMw,Malicious,url
engineering.com/Library/tabid/78/Default.aspx,Benign,url
drscore.com/Georgia/Cardiology/search/William-Weintraub_10791399.html,Benign,url
dvbs.eu.org/perrault/,Benign,url
http://www.lynnemarkham.com/sejeal.jpg,Malicious,url
http://www.eendrachthummelo.nl/index.php?option=com_contact&view=contact&id=6:karin-heijting&catid=12:contacts&Itemid=55,Malicious,url
sunlifebuilding-phil.com/,Benign,url
italy-weather-and-maps.com/,Benign,url
digital-copyright.ca/node/5337,Benign,url
518fever.com/,Benign,url
vaughnclark.com/,Benign,url
manta.com/ic/mt6v6sz/ca/universite-du-quebec-a-montreal,Benign,url
http://www.collectif-potager-wimmenau.fr/index.html?page_id=36&replytocom=21,Malicious,url
http://serverfault.com/questions/674326/remote-location-management-copy-and-install-large-software-updates-to-50-lan,Benign,url
missouridairygoats.com/,Benign,url
http://img010.hc360.cn/g1/M01/41/73/wKhQMVHabJKEHondAAAAAFmPcEE181.jpg,Malicious,url
en.wikipedia.org/wiki/2000_Oakland_Athletics_season,Benign,url
vitals.com/doctors/Dr_Vanoy_Smith.html,Benign,url
owha.on.ca/news_release_helmet_recall_08.asp,Benign,url
robinhoodfilms.com/thecasinojob.htm,Benign,url
smithgroup.com/?id=415,Benign,url
http://9779.info/%E8%9D%8C%E8%9A%AA%E6%89%BE%E5%A6%88%E5%A6%88%E5%89%AA%E8%B4%B4%E7%94%BB/,Malicious,url
hockeyfights.com/players/16890,Benign,url
http://boltamproperties.co.za/index.php?option=com_sobi2&sobi2Task=sobi2Details&catid=4&sobi2Id=84&Itemid=58,Malicious,url
findpeoplesearchonline.com/rhodeIslandpeoplesearch-RI/findpeoplerhodeIsland.html,Benign,url
facebook.com/john.m.whitcomb,Benign,url
http://www.pi4wag.nl/index.html,Malicious,url
http://www.newstudy.net/community/Web_nMngr.aspx?acaidx=0&board_idx=360&pn=1&sflag=1&mflag=NOT&where=&keyword=,Malicious,url
http://dyetr.com/index.php?option=com_content&view=article&id=65&Itemid=56,Malicious,url
http://www.e-komotini.gr/index.php?option=com_mtree&task=rss&type=listnew&cat_id=0,Malicious,url
discountcheapaccessories.com/rubies-costume-co/best-buy-rubies-costume-co-womens-secret-wishes-tarzan-hunter-jane-costume.html,Benign,url
cartoonhalloffame.org/2005/12/iwerks-ub.html,Benign,url
ohwy.com/mo/m/mocity.htm,Benign,url
aveleyman.com/ActorCredit.aspx?ActorID=3389,Benign,url
fraser.stlouisfed.org/publications/holc/,Benign,url
u.tv/Sport,Benign,url
http://www.ic-delta.ru/portfolio/item/8,Malicious,url
audiorecordingschool.com/blog/category/game-audio/,Benign,url
en.wikipedia.org/wiki/Bryan_Fogarty,Benign,url
direct.imagedepositgateway.com/sendpoint/,Benign,url
guardian.co.uk/football/2011/mar/27/international-friendly-brazil-scotland,Benign,url
en.wikipedia.org/wiki/Edward_L._Beach,Benign,url
linkedin.com/pub/dir/richard/geary,Benign,url
familytreeassistant.com/surnames/Carpenter-family-tree.html,Benign,url
http://rt.com/in-vision/nepal-earthquake-aftermath-ruins/nepal-besi-earthquake-dhading/,Benign,url
http://www.ibericoscalama.es/index.php?option=com_mailto&tmpl=component&link=55059afb44966eaabd75597a284a0e2a573f91fc,Malicious,url
http://www.vco.org.au/professional-development.1,Malicious,url
investing.businessweek.com/research/stocks/private/snapshot.asp?privcapId=857569,Benign,url
http://mahshov.com/index.php?option=com_content&view=article&id=21&Itemid=19,Malicious,url
local.yahoo.com/info-14553240-ymca-fort-myers,Benign,url
http://web.de/magazine/unterhaltung/adel/royal-baby-2/daily-kate-augen-royalen-baby-bauch-30205922,Benign,url
isthisyour.name/directory/fullnames/ma~batten.htm,Benign,url
youtube.com/watch?v=mODdgpExRig,Benign,url
http://www.musimagen.com/index.php?option=com_content&view=category&layout=blog&id=1&Itemid=30&limitstart=20,Malicious,url
dirtyhippiesoaps.com/?p=ingredientkey.html,Benign,url
pul.se/Web-Rumblings-Buffalo-Bills-Links-12-29-Aaron-Carter-6ZW6eaHH8EZS,Benign,url
russmeyer.com/,Benign,url
hockeydb.com/ihdb/stats/pdisplay.php?pid=115417,Benign,url
bleacherreport.com/articles/895379-texas-football-5-things-we-learned-from-the-longhorns-loss-vs-oklahoma-state,Benign,url
http://www.thetunes.nl/tour/details/5-koninginnedag-2010,Malicious,url
usidentify.com/l/ehle,Benign,url
bellingram.co.uk/properties/sale?area=Argyll+%26+Bute,Benign,url
chacha.com/question/how-tall-is-john-mayberry-jr,Benign,url
classmates.com/directory/college/Le%20Moyne%20College?org=17044951,Benign,url
poptower.com/chelsea-peretti-picture-35640.htm,Benign,url
cduniverse.com/productinfo.asp?pid=7707999,Benign,url
vancouveradvertising.blogspot.com/,Benign,url
http://anvari.co/index.php?option=com_morfeoshow&task=view&gallery=3&Itemid=683,Malicious,url
en.wikipedia.org/wiki/Lise_St-Denis,Benign,url
forums.corvetteforum.com/great-lakes/2935112-west-mich-covered-bridge-fallasburg-cruise-sat-oct-22-a.html,Benign,url
en.wikipedia.org/wiki/List_of_H_postal_codes_of_Canada,Benign,url
genforum.genealogy.com/wyatt/all.html,Benign,url
flyfreedomaircharter.com/,Benign,url
flickr.com/photos/caseymckinnon/3121023513/,Benign,url
pipl.com/directory/people/Beryl/Anthony,Benign,url
imdb.com/title/tt0409847/,Benign,url
stubhub.com/gilles-villeneuve-circuit-event-tickets/details/?venue_config_ID=7454,Benign,url
fightingsioux.com/,Benign,url
thesubversivesounds.blogspot.com/2007/02/buggs-beetle-beat.html,Benign,url
gamestats.com/objects/055/055042/,Benign,url
http://www.711100.com/app/member/SportOption.php?uid=guest&langx=gb,Malicious,url
facebook.com/maryseouellet.83,Benign,url
videosurf.com/calcutta-india-242151,Benign,url
nikon.bungie.org/,Benign,url
http://www.mariettachurchofgod.com/get-connected/missionsmarietta.html,Malicious,url
facebook.com/KCURKansasCity,Benign,url
gojukarate.biz,Malicious,url
faqs.org/patents/app/20110047854,Benign,url
knac.com/article.asp?ArticleID=4653,Benign,url
http://schertzauto.com/wp-content/plugins/gravityforms/css/formsmain.min.css?ver=1.9.11,Malicious,url
lifeskate.com/skate/2010/09/nbc-sports-announces-2010-grand-prix-of-figure-skating-schedule.html,Benign,url
http://www.bissfest-marburg.de/component/mailto/index.html?tmpl=component&link=aHR0cDovL3d3dy5iaXNzZmVzdC1tYXJidXJnLmRlL3Rlcm1pbmUuaHRtbA==,Malicious,url
en-gb.facebook.com/matthew.mulligan,Benign,url
huskers.com/ViewArticle.dbml?DB_OEM_ID=100&ATCLID=68185,Benign,url
http://nguyentandung.org/vu-viec-tranh-go-sua-o-ha-noi-xu-ly-cham-do-doi-interpol-tra-loi.html,Benign,url
http://zeitfeist.de/youtube/91-hip-hop/631-kool-savas-der-beste-tag-meines-lebens.html,Malicious,url
high-schools.com/schools/100696/notre-dame-de-sion.html,Benign,url
prosdyuqnsdwxm.intend-incredible.ru,Malicious,url
accesshollywood.com/denis-ohare,Benign,url
a2zyp.com/Government+Offices-County/NJ.php,Benign,url
http://gawker.com/report-north-korean-defense-minister-executed-for-slee-1704127405/module/,Benign,url
http://www.tpsofficefurniture.co.uk/reception-waiting-room.1,Malicious,url
http://udn.com/news/story/7321/900837-%E9%AB%98%E9%9B%842%E8%AD%B0%E5%93%A1%E7%95%B6%E9%81%B8%E7%84%A1%E6%95%88%E4%B9%8B%E8%A8%B4-1%E5%AF%A9%E9%A7%81%E5%9B%9E,Benign,url
amazon.com/Asian-American-Actors-Histories-Television/dp/0786407301,Benign,url
en.wikipedia.org/wiki/Notre-Dame-de-Gr%C3%A2ce%E2%80%94Lachine,Benign,url
rentalboatcharters.com/264,Benign,url
wn.com/2011_IFAF_World_Cup,Benign,url
myspace.com/cinemalamour,Benign,url
rollingstone.com/rockdaily/index.php/2009/04/13/pearl-jam-beastie-boys-dave-matthews-band-headlining-san-franciscos-outside-lands-festival,Benign,url
2.statcan.ca/census-recensement/2006/dp-pd/prof/92-595/p2c.cfm?TPL=INDX&LANG=E,Benign,url
blackle.com/,Benign,url
https://twitter.com/share?text=%D0%A4%D0%BE%D1%82%D0%BE%D0%BF%D0%BE%D0%B4%D0%B1%D0%BE%D1%80%D0%BA%D0%B0+%D0%B7%D0%B0+29.04.2015&url=http%3A%2F%2Ffishki.net%2Fphoto%2F1517170-fotopodborka-za-29042015.html%2Fgallery-1952358%2F,Benign,url
hobartcorp.com/Contact-Us/,Benign,url
ipesbd.com/,Benign,url
oregoncraftsmanllc.com,Malicious,url
http://skat-vviztmhc.pepespizza.com/skat.dk/personlige-oplysninger.html,Malicious,url
madhatters.me.uk/2010/03/07/sarah-phillips-autumn/,Benign,url
http://www.tirs-online.de/aktionen/demos-a-kundgebungen/312-aktionstage-gegen-den-versuchstierhandel-durch-klm-air-france,Malicious,url
videosurf.com/wallace-beery-212797,Benign,url
http://creditmaster.eu/7416077659/241250503/,Malicious,url
cfreference.net/,Benign,url
linkedin.com/pub/janelle-rudie/a/330/a13,Benign,url
borealpress.com/,Benign,url
en.wikipedia.org/wiki/Ryan_(film),Benign,url
http://kotaku.com/the-classic-pc-games-you-must-play-1246823468/1440923931/@kirkhamilton,Benign,url
usageorge.com/Wallpapers/Commercial/CHOM.html,Benign,url
http://www.mgth.fi/etusivu-ryhmaen-artikkelit/36-uutiset-ajankohtaista/81-verkkokauppa-avattu,Malicious,url
http://atwiki.jp/wiki/%E3%83%89%E3%83%A9%E3%82%B4%E3%83%B3%E3%82%BA%E3%83%89%E3%82%B0%E3%83%9E%20%E3%81%8F%E3%81%88%E3%81%99%E3%81%A8,Benign,url
http://www.egejewelry.com/index.php?option=com_rsgallery2&page=inline&gid=1&limit=1&limitstart=12,Malicious,url
mpma28.com/page/page/2271350.htm,Benign,url
http://www.cuxhaven.cc/index.php?option=com_flippingbook&view=book&id=6&page=12&Itemid=67,Malicious,url
http://yyydy.com/a/bjl/index.html,Malicious,url
canadagazette.gc.ca/archives/p1/2002/2002-01-19/html/parliament-parlement-eng.html,Benign,url
en.wikipedia.org/wiki/KREV,Benign,url
http://distrimarsanitarios.soydg.com/wp-content/themes/jay/178bccdcc72168f6eaeec8c4b3b336fe/,Malicious,url
http://www.shaborooz.ir/index.php?option=com_contact&view=contact&id=1&Itemid=3,Malicious,url
answers.com/topic/joseph-o-neill,Benign,url
readerfeedback.labs.wikimedia.org/wiki/California_State_Route_78,Benign,url
yatedo.com/s/Linda+Lee,Benign,url
http://www.qmcweb.com.br/index.php?option=com_jevents&task=day.listevents&year=2013&month=01&day=10&catids=38|34&Itemid=1&lang=pt,Malicious,url
http://otomoto.pl/oferta/honda-jazz-jazz-1-2-klima-i-rej-05-2014-km-10-000-ID4pa1I9.html,Benign,url
http://www.kristall-zell.at/index.php/nl/preise/winter.html,Malicious,url
motherboard.ie/,Benign,url
servericer.wellsfarg0t.com.aquisites.net,Malicious,url
http://www.romanovski.se/art/performances/3-performances/25-tomato-peel-with-hiroko-tsuchimoto-2011-pori,Malicious,url
http://www.gottadanceonline.com/index.php/login?task=lostPassword,Malicious,url
timesofindia.indiatimes.com/topic/Colin-Ferguson-(actor),Benign,url
montreal.about.com/od/sportsrecreation/ss/olympic_divers_8.htm,Benign,url
edperformance.com/,Benign,url
port-montreal.com/,Benign,url
youtube.com/watch?v=d8IlHHK7oZ8,Benign,url
4shared.com/audio/vhD02W-g/01_Hatenai_Sora.html,Benign,url
en.wikipedia.org/wiki/Category:Silent_films,Benign,url
http://www.jnpiraq.net/index.php?option=com_content&view=article&id=507:2010-02-08-08-46-15&catid=7:2009-02-14-18-17-11&Itemid=12,Malicious,url
morgancole.com/,Benign,url
http://portal.dddgaming.com/docs/rules/15022/cn/game_cn.html?amluMjAxNQ%3D%3D,Malicious,url
rootsweb.ancestry.com/~inallcem/jefferson/emmanuel/name-a.html,Benign,url
amazon.com/Systematic-Chaos-W-Dvd-Spec/dp/B000PTYP5C,Benign,url
http://tuvanbatdongsan.vn/Tu-van-phong-thuy/index.html,Malicious,url
http://www.mueblesjoval.cl/index.php?option=com_morfeoshow&task=view&gallery=77&Itemid=62,Malicious,url
nationalcatholicreporter.org/word/word103103.htm,Benign,url
amazon.com/Beauties-Mary-Troy/dp/188615774X,Benign,url
trivago.com/carcassonne-36191/amusement-park/complexe-de-loisirs-raymond-chesa-185771,Benign,url
perfectpeople.net/celebrity-star/306/mira-sorvino.htm,Benign,url
facebook.com/pages/Billie-Joe-Armstrong/21810736024,Benign,url
youtube.com/watch?v=8nJCN3dUtO8,Benign,url
sitedefesta.com,Malicious,url
gettyimages.com/detail/news-photo/bob-steele-the-cowboy-star-and-american-character-actor-who-news-photo/3265035,Benign,url
names.whitepages.com/massachusetts/danielle/fournier,Benign,url
acadian-home.org/france-lesturgeon.html,Benign,url
http://www.sertex.com.br/index.html?page_id=7,Malicious,url
mankato.craigslist.org/fuo/2682320424.html,Benign,url
lib.berkeley.edu/MRC/imagesafam.html,Benign,url
johnbolenracing.com/,Benign,url
linkedin.com/pub/eric-kubic/25/b5a/12b,Benign,url
http://www.coopsalsipuedes.com.ar/index.php?view=article&catid=43:cultura&id=23:complejo-cultural-ancon&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=53,Malicious,url
ecoliteracy.org/essays/greening-k-12-curriculum,Benign,url
maxalbums.com/index.php?artist=Henry+Rollins&album=Everything,Benign,url
http://bjdfbh.com/Item/Show.asp?m=1&d=1048,Malicious,url
manta.com/c/mm73jsg/don-ferguson,Benign,url
youtube.com/watch?v=EiSK-hrFZiE,Benign,url
imdb.com/title/tt1846155/,Benign,url
lillies-flowers.blogspot.com/,Benign,url
http://www.khack.be/index.php?option=com_content&view=article&id=12&Itemid=9,Malicious,url
http://www.ekino-neureut.de/index.php?option=com_phocagallery&view=detail&catid=32:kindergottesdienst-engel-2&id=1919:1001765&tmpl=component&Itemid=49,Malicious,url
tributes.com/show/John-Cossette-91317090,Benign,url
verdunrestaurants.info/?abrowse=X,Benign,url
gohorsebetting.com/Monmouth+Park,Benign,url
thelostpenguin.wordpress.com/short-films/,Benign,url
192.com/atoz/people/watkins/daniel/,Benign,url
answers.yahoo.com/question/index?qid=20090527180401AA9KLjC,Benign,url
rockerparis.blogspot.com/,Benign,url
amazon.com/Senior-Trip-Jason-Alexander/dp/B000PKG8XI,Benign,url
fbitn.com/meigs-county/decatur/derek-starnes,Benign,url
http://www.lgk-luzern.ch/index.php?option=com_content&view=article&id=14&Itemid=57,Malicious,url
http://bathurstbaptist.org.au/home/contact-us/8/14-young-adults-enquiries.html,Malicious,url
http://schertzauto.com/wp-content/themes/NAPA%20AC%202014%20S/genericons/genericons.css?ver=3.0.2,Malicious,url
letrs.indiana.edu/cgi/t/text/text-idx?c=wright2;cc=wright2;view=text;rgn=main;idno=wright2-1791,Benign,url
http://www.verall.com.pl/sieci-radiowe-wlan.html,Malicious,url
williamsmorrisonlight.net/Bio/JohnLight.asp,Benign,url
theracinginquirer.blogspot.com/2011/09/freshman-pacers-featured-at-freehold.html,Benign,url
northcarolinashandyman.com/,Benign,url
yikesprospho.com.gridhosted.co.uk,Malicious,url
people.famouswhy.com/david_st__pierre/,Benign,url
fargonorth91.com/,Benign,url
techlearning.com/article/38974,Benign,url
10starmovies.com/Watch-Movies-Online/Jackie_Bouvier_Kennedy_Onassis_2000/,Benign,url
http://kreuzleger.net/de.html?el_mcal_month=1&el_mcal_year=2013,Malicious,url
allbrackets.com/,Benign,url
zeitgeist-photo.com/galleries/2008_colors_of_the_world_collection/,Benign,url
southcarolina.hometownlocator.com/,Benign,url
http://www.gruendungsberater-steuerberater.de/index.php?option=com_content&view=article&id=7&Itemid=7,Malicious,url
http://opttoys24.ru/index.php?option=com_user&view=register,Malicious,url
tamilnewsnetwork.com/2010/10/18/birth-centenary-of-v-navaratnam-pioneer-of-tamil-eelam-polity/,Benign,url
dvdtalk.com/reviews/45691/legend-of-bruce-lee-the/,Benign,url
the-sugarandspice-in-you.blogspot.com/,Benign,url
realtor.com/property-search/Bartlett_TN/Carrie-Brook-Cv,Benign,url
m.yahoo.com/w/sports/home/experts/article?offset=0&urn=urn%3Anewsml%3Asports.yahoo%2Cyhoo%3A20050301%3Apga%2Carticle%2Cbr-lateralhazard-murphy_cantley_is_future_star_082911%3A1&.ts=1314643797&.ysid=F8v9AuxNE6gvs9Vud6Bhyo3s&.intl=US&.lang=en,Benign,url
cheapstheycome.wordpress.com/2011/11/30/vampiros-los-muertos-2002/,Benign,url
cesarica.net/portal/urawa-red-diamonds-kashima-antlers-live-stream/football-en/9650/,Benign,url
arkhilario.com/2011/02/12/wwe-elimination-chamber-2011-live-stream-free/,Benign,url
http://torcache.net/torrent/955C5FDBC91A9D4D79F8AB301F49B205BEBC4865.torrent?title=[kickass.to]the.originals.s02e18.hdtv.x264.lol.ettv,Benign,url
harvestbiblechapel.org/content.aspx?site_id=10424&content_id=162811,Benign,url
myonlinetutor.bell.ca/,Benign,url
data.vanderbilt.edu/rapache/bbplot/BOS-1915.html,Benign,url
http://pastehtml.com/view/bfza8l1z0.html,Malicious,url
http://wijzijnnietgevaarlijk.nl/baasjes/85-linda/profile.html,Malicious,url
en.wikipedia.org/wiki/Commerce_Bancshares,Benign,url
dfdrussell.org/,Benign,url
barnesandnoble.com/w/pediatric-clinical-skills-richard-b-goldbloom/1100213036,Benign,url
nytimes.com/1991/10/24/arts/review-dance-ted-shawn-s-legacy-men-tough-and-tender.html,Benign,url
bizzyballoons.f2s.com/,Benign,url
http://www.fulig.com.br/index.php?option=com_content&view=article&id=6&Itemid=6&lang=en,Malicious,url
http://rus-master.com/\321%80ะตะผะพะฝ\321%82ะฝ\321%8Bะต-\321%80ะฐะฑะพ\321%82\321%8B/52-ะดะธะทะฐะนะฝ-ะบ\321%83\321%85ะฝะธ-ะฒะฐะฝะฝะพะน-ะบะพะผะฝะฐ\321%82\321%8B.html,Malicious,url
http://www.ambiani.nl/diensten/vergaderruimte-brabant/70-huwelijksfeest-brabant.html,Malicious,url
findstructuredsettlements.blogspot.com/,Benign,url
slu.edu/colleges/AS/ENG/ong/,Benign,url
http://www.kenltd.com/index.php?option=com_content&view=article&id=54&Itemid=69&lang=en,Malicious,url
insiderpages.com/doctors/Michael-J-Meighen-MD-Concord,Benign,url
localhikes.com/Hikes/DnRCanal-BullsIsland_5602.asp,Benign,url
mediafire.com/?z2hjmmnnzm2,Benign,url
http://mlcdigital.com/index.php?view=article&id=44:welcome-to-mlc-digital&tmpl=component&print=1&page=,Malicious,url
partypop.com/d/Party/Temples-Synagogues/Kansas-City,Benign,url
bbb.org/central-northern-western-arizona/business-reviews/air-conditioning-contractors-and-systems/al-riley-s-air-conditioning-and-sheet-metal-in-casa-grande-az-7002698/,Benign,url
audible.com/pd?asin=B0042ZKVFI,Benign,url
wordcustard.hubpages.com/,Benign,url
onesongneedlearts.com/,Benign,url
http://www.bhxx.net/xxgl/UploadFiles_7485/201304/2013042315380148.jpg,Malicious,url
linkedin.com/in/jameswestcott,Benign,url
videosurf.com/videos/los+angeles+galaxy+0+vs+0+kansas+city+wizards+game+highlights+04+24+10+week+5+2010+season?vnf=1,Benign,url
jmdphysiotronic.in,Malicious,url
http://www.umeataxi.se/index.php?option=com_mailto&tmpl=component&link=aHR0cDovL3d3dy51bWVhdGF4aS5zZS9pbmRleC5waHA%2Fb3B0aW9uPWNvbV9jb250ZW50JnZpZXc9YXJ0aWNsZSZpZD00NDpoeWJyaWRiaWxhcg==,Malicious,url
goldstar.com/venues/washington-dc/sidney-harman-hall,Benign,url
im.indli.com/search/Singer%20Sunitha%20Sarathy%20Celebrity%20Photos%20Hot%20Pictures%20Stills%20Singer%20Sunitha%20Sarathy%20Celebrity%20Photos%20Images%20Gallery%20Singer%20Sunitha%20Sarathy%20Celebrity%20PhotosMovie%20Gallery%20Latest%20Tamil%20Movie%20Images%20Pictures%20Stills%20Actress%20Hot%20Gallery,Benign,url
http://jamminkidsweston.com/our-blog/how-to-learn-to-play-piano-before-the-holidays.html,Malicious,url
movies.totallyfreeonline.com/watch_idi-i-smotri-1985-3_online_for_free_in_HD/,Benign,url
universityguides.com/index.jsp?source=UG65k&OVRAW=list%20of%20delta%20sigma%20theta%20chapters&OVKEY=delta%20sigma%20theta%20undergraduate%20chapter&OVMTC=advanced&OVADID=5146222013&OVKWID=53821256513,Benign,url
caribou-canada.com/,Benign,url
http://superuser.com/questions/812639/troubleshooting-hardware-with-limited-resources,Benign,url
artloversnewyork.com/zine/the-bomb/2006/08/03/jason-rhoades-dead-at-41/,Benign,url
youtube.com/watch?v=N0ykm1v9xbU,Benign,url
allstarpics.net/pic-gallery/mackenzie-foy-pics.htm,Benign,url
copcusco.ml,Malicious,url
dea.seattle.gov/self/,Benign,url
linkedin.com/pub/dir/kenneth/gilbert,Benign,url
http://www.slaviacapital.cz/tlacove-spravy-eng/slavia-capital-sold-shares-of-investbanka-skopje,Malicious,url
http://www.umeataxi.se/index.html,Malicious,url
http://www.domusviatoris.com/index.php?option=com_mailto&tmpl=component&link=aHR0cDovL3d3dy5kb211c3ZpYXRvcmlzLmNvbS9pbmRleC5waHA%2Fb3B0aW9uPWNvbV9rMiZ2aWV3PWl0ZW0maWQ9ODI6bGl4bzItYWxvamFtaWVudG9jYWxpZGFkJkl0ZW1pZD0xMQ==,Malicious,url
http://nesn.com/2014/08/tom-brady-patriots-involved-in-competitive-situations-vs-redskins-video/,Benign,url
narniafans.com/archives/12139,Benign,url
mma-core.com/videos/_Rampage_Jackson_Owns_Ariel_Helwani_On_Post_Fight_S?vid=10020847&tid=104,Benign,url
lepg.org/people.htm,Benign,url
http://www.borg4x4.org/index.php?option=com_jcalpro&Itemid=61&extmode=view&extid=18,Malicious,url
http://www.spirit-house.de/index.php?option=com_content&view=category&id=11&Itemid=6,Malicious,url
articlesbase.com/basketball-articles/watch-gonzaga-basketball-online-bulldogs-games-live-stream-on-the-internet-3818221.html,Benign,url
modot.mo.gov/kansascity/major_projects/Heart_of_America.htm,Benign,url
http://www.sceg.ir/sanyeh-soft/civil-soft.html,Malicious,url
http://slashdot.org/submission/2011137/the-optimum-attack-rate-for-ssh-bruteforce-1-per-10-seconds,Benign,url
http://grasslandhotel.com.vn/index.php/rooms/item/all/18-airticketservices,Malicious,url
kevinmooremusic.com/,Benign,url
ehow.com/facts_5552739_western-auto-company-history.html,Benign,url
merriam-webster.com/dictionary/cleric,Benign,url
usl1.uslsoccer.com/home/398646.html,Benign,url
http://perezhilton.com/2014-12-31-joe-jonas-mystery-woman-the-nice-guy-west-hollywood/?from=readmore_perezhilton&,Benign,url
blackjackinfo.com/blackjack-rules.php,Benign,url
bizjournals.com/stlouis/stories/2008/06/23/focus7.html,Benign,url
http://www.kulgupuit.ee/index.php?option=com_phocagallery&view=detail&catid=2:foto&id=41:foto-7&tmpl=component&Itemid=5&lang=ru,Malicious,url
local.yahoo.com/info-19737823-ordway-building-supply-incorporated-ordway,Benign,url
http://football-euro.net/kluby-rossii/373-rabota-rossijskix-futbolnyx-arbitrov-neudovletvoritelna-po-czelomu-ryadu-prichin.html,Malicious,url
http://motthegioi.vn/xa-hoi/trung-quoc-lai-dua-gian-khoan-hai-duong-981-vao-bien-dong-188586.html,Benign,url
http://elitedaily.com/news/world/teens-dying-wish-to-donate-organs-has-affected-more-than-50-people-video/1025896/,Benign,url
boards.ancestry.co.uk/topics.obits/35036/mb.ashx,Benign,url
amazon.com/Cecil-Medicine-Expert-Consult-Online/dp/1416028056,Benign,url
flixster.com/actor/nance-oneil,Benign,url
proallstarsseries.com/,Benign,url
sportsillustrated.cnn.com/football/nfl/1999/nfldraft/news/1999/04/18/jones_cfl/,Benign,url
artfact.com/auction-lot/ebac-homedry-880-dehumidifier.-1-c-eiinq5kljc,Benign,url
edwardsmagazine.com/,Benign,url
archive.shanedphoto.com/,Benign,url
canadianartgroup.com/art_we_purchase,Benign,url
http://www.kristall-zell.at/index.php/de/kontakt/anfrage.html,Malicious,url
moviemusic.com/soundtrack/M01316/raisingarizonabloodsimple/,Benign,url
amazon.com/Murder-Paradis-Aimee-Leduc-Investigations/dp/1569475423,Benign,url
facebook.com/pages/Political-divisions-of-Mexico/112668912084101,Benign,url
http://www.lontechshop.co.uk/pc-laptop-memory.html,Malicious,url
purecornwall.co.uk/,Benign,url
http://www.gsacargo.com.au/index.php?option=com_user&view=remind&Itemid=13,Malicious,url
tngennet.org/wilson/wilson1.htm,Benign,url
http://viticoltura.net/index.php/esperienze-nel-vigneto/lallevamento-e-la-cura-del-vigneto.html?tmpl=component&print=1&page=,Malicious,url
http://www.gsmkamera.hu/index.html?option=com_content&view=article&id=6&Itemid=2&fontstyle=f-smaller,Malicious,url
thenils.net/,Benign,url
